id_orden,id_cuenta,id_cliente,sexo_cliente,edad_cliente,fecha_apertura_cuenta,id_distrito,nombre_distrito,region,bank_to,account_to,k_symbol,categoria_orden,monto_orden
32612,2186,2646,F,61,1993-07-07,63,Vyskov,south Moravia,ST,33835828,SIPO,Servicios del Hogar,2283.0
32613,2187,2647,M,58,1996-02-26,9,Nymburk,central Bohemia,WX,29976457,UVER,Cuota de Prestamo,4456.0
32617,2189,2650,M,23,1993-04-22,75,Prerov,north Moravia,UV,89534949,SIPO,Servicios del Hogar,1449.0
32618,2189,2650,M,23,1993-04-22,75,Prerov,north Moravia,WX,36365342,SIN_ESPECIFICAR,Sin Especificar,704.0
32619,2189,2650,M,23,1993-04-22,75,Prerov,north Moravia,AB,32410866,POJISTNE,Pago de Seguros,2803.0
32620,2190,2652,F,49,1996-06-04,41,Usti nad Labem,north Bohemia,WX,48310,SIPO,Servicios del Hogar,3649.0
32621,2190,2652,F,49,1996-06-04,41,Usti nad Labem,north Bohemia,ST,90605234,SIN_ESPECIFICAR,Sin Especificar,1490.0
32622,2190,2652,F,49,1996-06-04,41,Usti nad Labem,north Bohemia,EF,37804508,POJISTNE,Pago de Seguros,2782.0
32623,2191,2653,M,48,1996-08-08,1,Hl.m. Praha,Prague,MN,83969157,SIPO,Servicios del Hogar,6762.0
32624,2192,2654,F,59,1996-03-22,59,Kromeriz,south Moravia,CD,7238287,SIPO,Servicios del Hogar,5743.0
32625,2192,2654,F,59,1996-03-22,59,Kromeriz,south Moravia,KL,25682276,SIN_ESPECIFICAR,Sin Especificar,7.0
32626,2192,2654,F,59,1996-03-22,59,Kromeriz,south Moravia,ST,21958375,POJISTNE,Pago de Seguros,1428.0
32627,2192,2654,F,59,1996-03-22,59,Kromeriz,south Moravia,AB,96580189,LEASING,Arrendamiento / Leasing,1852.0
32628,2193,2655,M,35,1996-11-03,44,Chrudim,east Bohemia,UV,47578817,SIPO,Servicios del Hogar,3424.0
32629,2194,2656,M,43,1997-02-25,54,Brno - mesto,south Moravia,EF,28507352,SIPO,Servicios del Hogar,9386.0
32630,2196,2658,M,65,1997-07-24,11,Praha - zapad,central Bohemia,IJ,33944320,SIPO,Servicios del Hogar,2160.0
32631,2197,2659,M,57,1997-07-26,46,Nachod,east Bohemia,YZ,97071992,SIPO,Servicios del Hogar,8524.0
32635,2199,2661,F,37,1993-08-04,1,Hl.m. Praha,Prague,UV,58226454,SIPO,Servicios del Hogar,668.0
32636,2199,2661,F,37,1993-08-04,1,Hl.m. Praha,Prague,AB,99790232,SIN_ESPECIFICAR,Sin Especificar,1830.0
32637,2200,2662,M,20,1997-06-26,1,Hl.m. Praha,Prague,GH,7693958,LEASING,Arrendamiento / Leasing,397.0
32638,2201,2663,M,22,1993-10-05,8,Mlada Boleslav,central Bohemia,IJ,47068661,SIPO,Servicios del Hogar,1357.0
32639,2201,2663,M,22,1993-10-05,8,Mlada Boleslav,central Bohemia,CD,42079347,SIN_ESPECIFICAR,Sin Especificar,391.0
32640,2201,2663,M,22,1993-10-05,8,Mlada Boleslav,central Bohemia,EF,16468906,POJISTNE,Pago de Seguros,348.0
32643,2203,2666,F,63,1995-04-04,47,Pardubice,east Bohemia,GH,10702485,SIPO,Servicios del Hogar,2320.0
32644,2204,2667,M,26,1997-07-20,9,Nymburk,central Bohemia,OP,86412846,SIPO,Servicios del Hogar,3954.0
32645,2205,2669,M,71,1996-04-13,51,Trutnov,east Bohemia,EF,4889071,SIPO,Servicios del Hogar,3042.0
32646,2206,2670,M,62,1995-08-10,45,Jicin,east Bohemia,EF,11714333,SIPO,Servicios del Hogar,3930.0
32647,2208,2672,F,58,1997-07-02,7,Melnik,central Bohemia,IJ,50562041,SIPO,Servicios del Hogar,2126.0
32648,2209,2673,M,39,1996-08-15,65,Znojmo,south Moravia,YZ,15201545,SIPO,Servicios del Hogar,5887.0
32649,2209,2673,M,39,1996-08-15,65,Znojmo,south Moravia,ST,68777465,SIN_ESPECIFICAR,Sin Especificar,1418.0
32650,2210,2675,M,74,1996-08-13,31,Tachov,west Bohemia,YZ,10651153,SIPO,Servicios del Hogar,2553.0
32651,2211,2676,M,37,1997-11-10,61,Trebic,south Moravia,IJ,93359732,SIPO,Servicios del Hogar,7863.0
32652,2212,2677,M,76,1996-02-12,33,Decin,north Bohemia,QR,39952963,SIPO,Servicios del Hogar,3206.0
32653,2213,2679,M,60,1993-07-11,68,Frydek - Mistek,north Moravia,IJ,46736180,SIPO,Servicios del Hogar,6273.0
32654,2214,2681,F,27,1996-01-27,45,Jicin,east Bohemia,UV,77339476,LEASING,Arrendamiento / Leasing,948.0
32655,2215,2683,F,69,1997-10-17,48,Rychnov nad Kneznou,east Bohemia,QR,36252600,SIPO,Servicios del Hogar,2348.0
32656,2216,2684,F,45,1993-04-17,74,Ostrava - mesto,north Moravia,AB,73169725,LEASING,Arrendamiento / Leasing,4705.0
32657,2216,2684,F,45,1993-04-17,74,Ostrava - mesto,north Moravia,MN,6210720,SIPO,Servicios del Hogar,5184.0
32658,2218,2686,F,47,1994-11-21,19,Prachatice,south Bohemia,YZ,85124015,UVER,Cuota de Prestamo,3034.0
32659,2219,2688,F,31,1993-03-11,60,Prostejov,south Moravia,ST,13571501,LEASING,Arrendamiento / Leasing,4104.0
32660,2220,2689,M,75,1993-02-10,16,Jindrichuv Hradec,south Bohemia,IJ,17050385,SIPO,Servicios del Hogar,2783.0
32661,2221,2690,F,27,1997-11-15,58,Jihlava,south Moravia,EF,85032087,SIPO,Servicios del Hogar,1455.0
32662,2221,2690,F,27,1997-11-15,58,Jihlava,south Moravia,CD,6097948,SIN_ESPECIFICAR,Sin Especificar,719.0
32663,2222,2691,M,34,1993-05-01,47,Pardubice,east Bohemia,ST,93425368,LEASING,Arrendamiento / Leasing,4104.0
32664,2223,2692,M,73,1996-01-05,44,Chrudim,east Bohemia,IJ,22266888,SIPO,Servicios del Hogar,2930.0
32665,2224,2693,F,22,1997-03-08,46,Nachod,east Bohemia,CD,33305394,LEASING,Arrendamiento / Leasing,2324.0
32666,2225,2694,F,71,1996-01-24,15,Cesky Krumlov,south Bohemia,GH,42774206,SIPO,Servicios del Hogar,1946.0
32667,2226,2696,M,51,1996-02-17,2,Benesov,central Bohemia,QR,54863834,SIPO,Servicios del Hogar,40.0
32668,2226,2696,M,51,1996-02-17,2,Benesov,central Bohemia,GH,53093177,SIN_ESPECIFICAR,Sin Especificar,8042.0
32669,2227,2698,F,28,1994-05-22,31,Tachov,west Bohemia,MN,86397230,UVER,Cuota de Prestamo,3874.0
32670,2227,2698,F,28,1994-05-22,31,Tachov,west Bohemia,EF,69415771,SIPO,Servicios del Hogar,13386.0
32671,2228,2700,M,53,1994-03-19,34,Chomutov,north Bohemia,CD,46155524,UVER,Cuota de Prestamo,3874.0
32672,2228,2700,M,53,1994-03-19,34,Chomutov,north Bohemia,ST,68287300,SIPO,Servicios del Hogar,4625.0
32673,2229,2701,M,46,1997-01-27,1,Hl.m. Praha,Prague,KL,29944843,SIPO,Servicios del Hogar,9605.0
32674,2230,2702,M,79,1996-02-11,7,Melnik,central Bohemia,GH,49185484,SIPO,Servicios del Hogar,2612.0
32675,2231,2703,F,25,1997-10-14,2,Benesov,central Bohemia,AB,8985472,SIPO,Servicios del Hogar,2181.0
32676,2231,2703,F,25,1997-10-14,2,Benesov,central Bohemia,KL,11682016,SIN_ESPECIFICAR,Sin Especificar,1431.0
32677,2232,2704,F,49,1996-05-07,1,Hl.m. Praha,Prague,EF,97103237,SIPO,Servicios del Hogar,4916.0
32678,2233,2705,M,74,1996-01-03,43,Hradec Kralove,east Bohemia,WX,11697030,SIPO,Servicios del Hogar,2028.0
32679,2234,2706,M,31,1996-11-21,3,Beroun,central Bohemia,ST,51482504,SIPO,Servicios del Hogar,1247.0
32680,2234,2706,M,31,1996-11-21,3,Beroun,central Bohemia,AB,54483455,SIN_ESPECIFICAR,Sin Especificar,59.0
32681,2234,2706,M,31,1996-11-21,3,Beroun,central Bohemia,UV,95181035,POJISTNE,Pago de Seguros,811.0
32682,2235,2707,M,29,1995-10-22,45,Jicin,east Bohemia,CD,65763521,SIPO,Servicios del Hogar,3730.0
32683,2236,2708,M,40,1995-08-27,73,Opava,north Moravia,OP,68195986,UVER,Cuota de Prestamo,3874.0
32685,2237,2709,M,52,1995-12-13,26,Plzen - mesto,west Bohemia,IJ,35369825,SIPO,Servicios del Hogar,4876.0
32686,2237,2709,M,52,1995-12-13,26,Plzen - mesto,west Bohemia,KL,87857412,SIN_ESPECIFICAR,Sin Especificar,891.0
32687,2237,2709,M,52,1995-12-13,26,Plzen - mesto,west Bohemia,WX,55064397,POJISTNE,Pago de Seguros,1320.0
32690,2239,2712,M,42,1995-01-05,25,Klatovy,west Bohemia,AB,74974190,SIPO,Servicios del Hogar,7355.0
32691,2239,2712,M,42,1995-01-05,25,Klatovy,west Bohemia,YZ,22235125,SIN_ESPECIFICAR,Sin Especificar,405.0
32692,2240,2713,M,36,1996-10-07,36,Liberec,north Bohemia,IJ,42587310,LEASING,Arrendamiento / Leasing,2324.0
32693,2241,2714,F,28,1993-02-08,6,Kutna Hora,central Bohemia,KL,33408683,SIPO,Servicios del Hogar,6545.0
32694,2241,2714,F,28,1993-02-08,6,Kutna Hora,central Bohemia,KL,37085980,SIN_ESPECIFICAR,Sin Especificar,455.0
32695,2241,2714,F,28,1993-02-08,6,Kutna Hora,central Bohemia,UV,84126734,POJISTNE,Pago de Seguros,16.0
32696,2242,2715,M,41,1993-02-25,7,Melnik,central Bohemia,UV,83031367,SIPO,Servicios del Hogar,5538.0
32697,2243,2716,F,29,1996-01-24,25,Klatovy,west Bohemia,MN,66443806,SIPO,Servicios del Hogar,3890.0
32698,2243,2716,F,29,1996-01-24,25,Klatovy,west Bohemia,YZ,70212971,SIN_ESPECIFICAR,Sin Especificar,547.0
32699,2244,2717,M,68,1995-07-19,46,Nachod,east Bohemia,IJ,61625307,SIPO,Servicios del Hogar,1690.0
32700,2245,2719,F,34,1993-03-30,29,Rokycany,west Bohemia,UV,2059746,UVER,Cuota de Prestamo,7249.0
32701,2246,2720,F,49,1996-04-25,1,Hl.m. Praha,Prague,YZ,72096937,UVER,Cuota de Prestamo,6930.0
32702,2247,2721,F,48,1996-04-13,24,Karlovy Vary,west Bohemia,UV,52448576,UVER,Cuota de Prestamo,3021.0
32703,2247,2721,F,48,1996-04-13,24,Karlovy Vary,west Bohemia,OP,77294456,SIPO,Servicios del Hogar,592.0
32704,2247,2721,F,48,1996-04-13,24,Karlovy Vary,west Bohemia,CD,39011389,SIN_ESPECIFICAR,Sin Especificar,1344.0
32705,2247,2721,F,48,1996-04-13,24,Karlovy Vary,west Bohemia,WX,68231224,POJISTNE,Pago de Seguros,659.0
32706,2247,2721,F,48,1996-04-13,24,Karlovy Vary,west Bohemia,UV,83908128,SIN_ESPECIFICAR,Sin Especificar,1051.0
32711,2250,2724,M,23,1993-11-02,35,Jablonec n. Nisou,north Bohemia,EF,63026058,SIPO,Servicios del Hogar,4182.0
32715,2252,2726,F,25,1996-10-05,1,Hl.m. Praha,Prague,IJ,42469954,SIPO,Servicios del Hogar,637.0
32716,2252,2726,F,25,1996-10-05,1,Hl.m. Praha,Prague,WX,61189848,SIN_ESPECIFICAR,Sin Especificar,1469.0
32717,2253,2728,M,76,1993-07-24,74,Ostrava - mesto,north Moravia,OP,60593241,SIPO,Servicios del Hogar,2944.0
32718,2254,2729,M,32,1996-04-17,1,Hl.m. Praha,Prague,OP,72537737,LEASING,Arrendamiento / Leasing,4349.0
32719,2254,2729,M,32,1996-04-17,1,Hl.m. Praha,Prague,YZ,39556306,SIPO,Servicios del Hogar,8879.0
32720,2254,2729,M,32,1996-04-17,1,Hl.m. Praha,Prague,QR,72738760,SIN_ESPECIFICAR,Sin Especificar,1488.0
32721,2255,2730,M,51,1995-10-14,52,Usti nad Orlici,east Bohemia,WX,25985443,SIPO,Servicios del Hogar,2084.0
32722,2256,2731,M,71,1993-02-06,48,Rychnov nad Kneznou,east Bohemia,UV,65441125,SIPO,Servicios del Hogar,3152.0
32723,2257,2732,F,45,1993-12-21,57,Hodonin,south Moravia,CD,48135429,SIPO,Servicios del Hogar,2005.0
32724,2258,2733,F,71,1996-11-12,3,Beroun,central Bohemia,YZ,34422958,SIPO,Servicios del Hogar,2202.0
32725,2259,2735,M,70,1994-05-14,64,Zlin,south Moravia,CD,94851266,SIPO,Servicios del Hogar,2520.0
32729,2262,2739,M,48,1997-02-08,13,Rakovnik,central Bohemia,CD,77488755,UVER,Cuota de Prestamo,6395.0
32730,2263,2740,F,31,1996-03-12,36,Liberec,north Bohemia,AB,68324535,SIPO,Servicios del Hogar,7927.0
32731,2264,2741,F,68,1996-11-22,41,Usti nad Labem,north Bohemia,EF,60699409,SIPO,Servicios del Hogar,1810.0
32733,2267,2745,F,59,1994-09-20,54,Brno - mesto,south Moravia,KL,57657045,SIPO,Servicios del Hogar,3143.0
32734,2268,2746,M,27,1995-02-11,1,Hl.m. Praha,Prague,ST,1695228,SIPO,Servicios del Hogar,5742.0
32735,2268,2746,M,27,1995-02-11,1,Hl.m. Praha,Prague,AB,38343775,UVER,Cuota de Prestamo,561.0
32736,2269,2747,M,62,1993-11-04,6,Kutna Hora,central Bohemia,ST,9433424,SIPO,Servicios del Hogar,4581.0
32737,2269,2747,M,62,1993-11-04,6,Kutna Hora,central Bohemia,IJ,22943455,LEASING,Arrendamiento / Leasing,512.0
32738,2270,2749,F,77,1997-03-08,14,Ceske Budejovice,south Bohemia,YZ,68958437,SIPO,Servicios del Hogar,3604.0
32739,2271,2751,F,41,1993-11-13,68,Frydek - Mistek,north Moravia,GH,39753556,SIPO,Servicios del Hogar,2032.0
32740,2272,2752,M,27,1997-10-08,48,Rychnov nad Kneznou,east Bohemia,WX,99929630,SIPO,Servicios del Hogar,3986.0
32747,2275,2755,F,28,1996-09-16,1,Hl.m. Praha,Prague,KL,70977097,SIPO,Servicios del Hogar,6531.0
32748,2276,2756,F,79,1993-10-22,31,Tachov,west Bohemia,MN,86481719,SIPO,Servicios del Hogar,1615.0
32751,2278,2758,M,52,1996-08-03,1,Hl.m. Praha,Prague,YZ,28221976,SIPO,Servicios del Hogar,1145.0
32752,2278,2758,M,52,1996-08-03,1,Hl.m. Praha,Prague,MN,48851555,SIN_ESPECIFICAR,Sin Especificar,7377.0
32753,2279,2759,M,24,1996-10-30,2,Benesov,central Bohemia,OP,19501900,UVER,Cuota de Prestamo,6556.0
32754,2280,2760,F,23,1995-08-17,68,Frydek - Mistek,north Moravia,QR,5897534,SIPO,Servicios del Hogar,6841.0
32755,2281,2761,F,21,1995-07-13,1,Hl.m. Praha,Prague,YZ,7258689,SIPO,Servicios del Hogar,5720.0
32756,2282,2762,F,45,1993-09-17,29,Rokycany,west Bohemia,YZ,67707383,SIPO,Servicios del Hogar,4704.0
32764,2286,2766,M,39,1996-12-06,70,Karvina,north Moravia,YZ,68042516,SIPO,Servicios del Hogar,1192.0
32765,2286,2766,M,39,1996-12-06,70,Karvina,north Moravia,CD,33564162,SIN_ESPECIFICAR,Sin Especificar,2109.0
32766,2287,2768,M,34,1996-04-21,1,Hl.m. Praha,Prague,KL,35842073,SIPO,Servicios del Hogar,6275.0
32767,2288,2769,M,61,1996-01-01,69,Jesenik,north Moravia,AB,28359425,SIPO,Servicios del Hogar,5411.0
32768,2289,2770,M,44,1996-03-07,1,Hl.m. Praha,Prague,AB,28453374,SIPO,Servicios del Hogar,5309.0
32769,2290,2771,M,78,1996-10-22,37,Litomerice,north Bohemia,ST,58844083,SIPO,Servicios del Hogar,3965.0
32770,2291,2773,F,79,1996-07-27,49,Semily,east Bohemia,KL,69832765,SIPO,Servicios del Hogar,3825.0
32771,2292,2775,F,20,1995-06-29,41,Usti nad Labem,north Bohemia,CD,71342873,SIPO,Servicios del Hogar,1626.0
32772,2292,2775,F,20,1995-06-29,41,Usti nad Labem,north Bohemia,YZ,37514162,SIN_ESPECIFICAR,Sin Especificar,223.0
32773,2292,2775,F,20,1995-06-29,41,Usti nad Labem,north Bohemia,MN,26075345,POJISTNE,Pago de Seguros,147.0
32774,2293,2776,F,64,1993-02-13,31,Tachov,west Bohemia,IJ,36960655,SIPO,Servicios del Hogar,2332.0
32775,2294,2777,F,28,1996-09-29,46,Nachod,east Bohemia,MN,18471438,SIPO,Servicios del Hogar,4426.0
32776,2296,2779,M,50,1997-11-05,29,Rokycany,west Bohemia,OP,93267988,SIPO,Servicios del Hogar,3531.0
32777,2297,2781,F,38,1995-06-18,46,Nachod,east Bohemia,UV,46263361,SIPO,Servicios del Hogar,819.0
32778,2297,2781,F,38,1995-06-18,46,Nachod,east Bohemia,QR,1093173,SIN_ESPECIFICAR,Sin Especificar,1452.0
32779,2297,2781,F,38,1995-06-18,46,Nachod,east Bohemia,AB,97796540,POJISTNE,Pago de Seguros,689.0
32780,2298,2782,M,58,1993-07-03,31,Tachov,west Bohemia,UV,63721817,SIPO,Servicios del Hogar,4550.0
32781,2301,2785,M,36,1995-10-10,22,Domazlice,west Bohemia,EF,56871384,SIPO,Servicios del Hogar,6907.0
32782,2302,2786,M,47,1993-09-10,24,Karlovy Vary,west Bohemia,YZ,4605699,SIPO,Servicios del Hogar,1989.0
32783,2302,2786,M,47,1993-09-10,24,Karlovy Vary,west Bohemia,MN,49296242,SIN_ESPECIFICAR,Sin Especificar,1838.0
32784,2303,2787,F,22,1996-11-24,41,Usti nad Labem,north Bohemia,KL,25147950,SIPO,Servicios del Hogar,7892.0
32786,2306,2790,M,23,1993-12-08,38,Louny,north Bohemia,ST,79012286,SIPO,Servicios del Hogar,1179.0
32787,2306,2790,M,23,1993-12-08,38,Louny,north Bohemia,KL,42063969,SIN_ESPECIFICAR,Sin Especificar,3586.0
32788,2307,2791,M,77,1995-07-12,60,Prostejov,south Moravia,OP,60090291,SIPO,Servicios del Hogar,3336.0
32789,2307,2791,M,77,1995-07-12,60,Prostejov,south Moravia,YZ,84354322,SIPO,Servicios del Hogar,123.0
32794,2309,2794,M,33,1995-12-03,18,Pisek,south Bohemia,KL,33813035,SIPO,Servicios del Hogar,8604.0
32795,2310,2796,M,24,1995-07-19,15,Cesky Krumlov,south Bohemia,WX,13273746,SIPO,Servicios del Hogar,5259.0
32796,2311,2797,M,48,1997-10-19,28,Plzen - sever,west Bohemia,AB,43163901,SIPO,Servicios del Hogar,6798.0
32797,2312,2798,M,67,1997-09-26,65,Znojmo,south Moravia,CD,88846653,SIPO,Servicios del Hogar,3392.0
32798,2313,2799,F,37,1993-04-13,26,Plzen - mesto,west Bohemia,MN,33568215,SIPO,Servicios del Hogar,5426.0
32799,2313,2799,F,37,1993-04-13,26,Plzen - mesto,west Bohemia,GH,52766847,SIN_ESPECIFICAR,Sin Especificar,1341.0
32800,2315,2801,M,79,1994-02-13,75,Prerov,north Moravia,WX,82363116,SIPO,Servicios del Hogar,1673.0
32801,2316,2802,F,32,1997-07-21,1,Hl.m. Praha,Prague,KL,64642989,SIPO,Servicios del Hogar,2111.0
32802,2316,2802,F,32,1997-07-21,1,Hl.m. Praha,Prague,IJ,96044265,SIN_ESPECIFICAR,Sin Especificar,7.0
32803,2316,2802,F,32,1997-07-21,1,Hl.m. Praha,Prague,MN,51700419,SIN_ESPECIFICAR,Sin Especificar,8.0
32804,2317,2803,M,67,1997-08-28,68,Frydek - Mistek,north Moravia,CD,55275732,SIPO,Servicios del Hogar,195.0
32805,2317,2803,M,67,1997-08-28,68,Frydek - Mistek,north Moravia,AB,58933603,SIPO,Servicios del Hogar,2486.0
32806,2318,2805,M,34,1993-11-08,73,Opava,north Moravia,UV,58512443,SIPO,Servicios del Hogar,3081.0
32807,2318,2805,M,34,1993-11-08,73,Opava,north Moravia,IJ,95490520,SIN_ESPECIFICAR,Sin Especificar,5191.0
32808,2318,2805,M,34,1993-11-08,73,Opava,north Moravia,ST,68937486,POJISTNE,Pago de Seguros,654.0
32809,2318,2805,M,34,1993-11-08,73,Opava,north Moravia,IJ,71377277,SIN_ESPECIFICAR,Sin Especificar,251.0
32810,2319,2806,F,43,1996-07-02,58,Jihlava,south Moravia,ST,46060675,SIPO,Servicios del Hogar,9510.0
32814,2321,2808,F,24,1993-05-13,35,Jablonec n. Nisou,north Bohemia,EF,4345632,LEASING,Arrendamiento / Leasing,1158.0
32815,2322,2809,M,19,1995-01-02,33,Decin,north Bohemia,KL,89574056,UVER,Cuota de Prestamo,1930.0
32816,2322,2809,M,19,1995-01-02,33,Decin,north Bohemia,ST,75713777,SIPO,Servicios del Hogar,3359.0
32817,2322,2809,M,19,1995-01-02,33,Decin,north Bohemia,QR,87459748,SIN_ESPECIFICAR,Sin Especificar,690.0
32818,2322,2809,M,19,1995-01-02,33,Decin,north Bohemia,EF,97367155,POJISTNE,Pago de Seguros,1019.0
32819,2322,2809,M,19,1995-01-02,33,Decin,north Bohemia,ST,14182174,SIN_ESPECIFICAR,Sin Especificar,1612.0
32820,2323,2810,M,27,1995-05-08,72,Olomouc,north Moravia,AB,70839428,SIPO,Servicios del Hogar,6446.0
32821,2324,2811,F,52,1997-05-24,1,Hl.m. Praha,Prague,WX,80225026,SIPO,Servicios del Hogar,4151.0
32822,2325,2812,F,28,1997-02-26,55,Brno - venkov,south Moravia,GH,26319808,SIPO,Servicios del Hogar,1334.0
32823,2325,2812,F,28,1997-02-26,55,Brno - venkov,south Moravia,ST,46773761,SIN_ESPECIFICAR,Sin Especificar,2155.0
32824,2325,2812,F,28,1997-02-26,55,Brno - venkov,south Moravia,MN,86350583,POJISTNE,Pago de Seguros,2270.0
32825,2326,2813,M,57,1994-01-24,70,Karvina,north Moravia,AB,48282474,SIPO,Servicios del Hogar,3422.0
32826,2327,2814,F,25,1993-06-08,19,Prachatice,south Bohemia,WX,58510798,SIPO,Servicios del Hogar,13208.0
32827,2328,2815,M,68,1995-06-14,35,Jablonec n. Nisou,north Bohemia,MN,22747612,SIPO,Servicios del Hogar,1846.0
32828,2329,2817,F,21,1996-08-07,1,Hl.m. Praha,Prague,WX,27642166,SIPO,Servicios del Hogar,4400.0
32829,2330,2818,M,35,1993-01-19,54,Brno - mesto,south Moravia,QR,64704280,SIPO,Servicios del Hogar,1662.0
32830,2330,2818,M,35,1993-01-19,54,Brno - mesto,south Moravia,EF,63786613,SIN_ESPECIFICAR,Sin Especificar,601.0
32831,2331,2819,M,18,1995-04-29,8,Mlada Boleslav,central Bohemia,GH,30773931,SIPO,Servicios del Hogar,667.0
32832,2331,2819,M,18,1995-04-29,8,Mlada Boleslav,central Bohemia,MN,32200968,SIN_ESPECIFICAR,Sin Especificar,1408.0
32833,2332,2820,M,32,1996-09-24,77,Vsetin,north Moravia,EF,63277864,SIPO,Servicios del Hogar,3919.0
32834,2334,2822,M,40,1996-03-19,50,Svitavy,east Bohemia,IJ,17270642,UVER,Cuota de Prestamo,2013.0
32835,2334,2822,M,40,1996-03-19,50,Svitavy,east Bohemia,ST,92322378,SIPO,Servicios del Hogar,10707.0
32836,2335,2823,F,52,1996-04-04,70,Karvina,north Moravia,YZ,25760704,SIPO,Servicios del Hogar,2036.0
32837,2335,2823,F,52,1996-04-04,70,Karvina,north Moravia,EF,61203175,SIN_ESPECIFICAR,Sin Especificar,1069.0
32838,2335,2823,F,52,1996-04-04,70,Karvina,north Moravia,UV,98547273,POJISTNE,Pago de Seguros,485.0
32839,2335,2823,F,52,1996-04-04,70,Karvina,north Moravia,OP,63746511,SIN_ESPECIFICAR,Sin Especificar,1676.0
32840,2335,2823,F,52,1996-04-04,70,Karvina,north Moravia,GH,8226937,UVER,Cuota de Prestamo,9020.0
32841,2336,2824,M,57,1993-07-08,39,Most,north Bohemia,KL,73208963,SIPO,Servicios del Hogar,3058.0
32842,2337,2825,M,40,1997-07-07,65,Znojmo,south Moravia,IJ,18192541,SIPO,Servicios del Hogar,2963.0
32843,2337,2825,M,40,1997-07-07,65,Znojmo,south Moravia,UV,63713687,SIN_ESPECIFICAR,Sin Especificar,927.0
32844,2338,2826,M,63,1997-08-08,59,Kromeriz,south Moravia,GH,76516425,LEASING,Arrendamiento / Leasing,1208.0
32845,2339,2827,M,75,1996-09-22,63,Vyskov,south Moravia,MN,60427570,SIPO,Servicios del Hogar,3893.0
32846,2341,2829,F,59,1995-11-25,33,Decin,north Bohemia,OP,5022091,SIPO,Servicios del Hogar,1583.0
32847,2341,2829,F,59,1995-11-25,33,Decin,north Bohemia,ST,97825383,SIN_ESPECIFICAR,Sin Especificar,464.0
32848,2342,2830,M,24,1993-02-11,51,Trutnov,east Bohemia,AB,54005241,SIPO,Servicios del Hogar,2164.0
32849,2343,2831,F,18,1994-12-09,68,Frydek - Mistek,north Moravia,UV,28312742,SIPO,Servicios del Hogar,4723.0
32850,2343,2831,F,18,1994-12-09,68,Frydek - Mistek,north Moravia,KL,67309921,UVER,Cuota de Prestamo,4139.0
32851,2344,2832,M,71,1996-07-02,13,Rakovnik,central Bohemia,KL,95720600,SIPO,Servicios del Hogar,1002.0
32852,2344,2832,M,71,1996-07-02,13,Rakovnik,central Bohemia,CD,44955593,SIPO,Servicios del Hogar,2019.0
32853,2345,2834,M,49,1993-10-25,5,Kolin,central Bohemia,QR,31917315,UVER,Cuota de Prestamo,3328.0
32854,2345,2834,M,49,1993-10-25,5,Kolin,central Bohemia,QR,16879636,SIPO,Servicios del Hogar,3612.0
32855,2346,2835,M,32,1996-05-08,27,Plzen - jih,west Bohemia,UV,36571818,SIPO,Servicios del Hogar,334.0
32856,2346,2835,M,32,1996-05-08,27,Plzen - jih,west Bohemia,QR,74352502,SIN_ESPECIFICAR,Sin Especificar,1939.0
32857,2346,2835,M,32,1996-05-08,27,Plzen - jih,west Bohemia,WX,92272942,POJISTNE,Pago de Seguros,6970.0
32858,2346,2835,M,32,1996-05-08,27,Plzen - jih,west Bohemia,QR,42005080,SIN_ESPECIFICAR,Sin Especificar,3596.0
32859,2347,2836,F,79,1996-08-30,38,Louny,north Bohemia,WX,25791567,SIPO,Servicios del Hogar,3477.0
32860,2348,2838,M,33,1996-02-05,65,Znojmo,south Moravia,UV,94846903,SIPO,Servicios del Hogar,3057.0
32861,2348,2838,M,33,1996-02-05,65,Znojmo,south Moravia,QR,662106,SIN_ESPECIFICAR,Sin Especificar,3349.0
32862,2349,2839,F,70,1996-09-11,72,Olomouc,north Moravia,ST,98776816,SIPO,Servicios del Hogar,1992.0
32863,2350,2841,F,25,1996-08-04,18,Pisek,south Bohemia,OP,74027311,UVER,Cuota de Prestamo,3328.0
32864,2350,2841,F,25,1996-08-04,18,Pisek,south Bohemia,KL,56521683,SIPO,Servicios del Hogar,575.0
32865,2350,2841,F,25,1996-08-04,18,Pisek,south Bohemia,IJ,98643308,SIN_ESPECIFICAR,Sin Especificar,5263.0
32866,2351,2842,M,40,1997-09-08,74,Ostrava - mesto,north Moravia,QR,91637825,SIPO,Servicios del Hogar,9173.0
32867,2352,2843,F,32,1995-01-21,70,Karvina,north Moravia,MN,33949649,SIPO,Servicios del Hogar,5581.0
32868,2352,2843,F,32,1995-01-21,70,Karvina,north Moravia,GH,79024326,SIN_ESPECIFICAR,Sin Especificar,34.0
32869,2352,2843,F,32,1995-01-21,70,Karvina,north Moravia,EF,61734002,POJISTNE,Pago de Seguros,4.0
32870,2352,2843,F,32,1995-01-21,70,Karvina,north Moravia,AB,25421935,UVER,Cuota de Prestamo,824.0
32871,2353,2844,M,36,1995-09-21,51,Trutnov,east Bohemia,IJ,83465021,SIPO,Servicios del Hogar,7732.0
32872,2353,2844,M,36,1995-09-21,51,Trutnov,east Bohemia,YZ,26668000,SIN_ESPECIFICAR,Sin Especificar,1968.0
32873,2354,2845,M,46,1997-03-17,7,Melnik,central Bohemia,ST,23677683,SIPO,Servicios del Hogar,9071.0
